Unnamed: 0,Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,Valid Web,Web Validation,Matched,Notes,Source,New Contact,New Matched,web
373,Nízkoprahové zařízení pro děti a mládež T-klub,Nízkoprahové zařízení,"Nemocniční 1093/40, Krásná Lípa, 407 46 Krásná Lípa u Rumburka",galbava@komunitnicentrum.com,+420775708087,www.komunitnicentrum.com,https://www.komunitnicentrum.com,https://www.komunitnicentrum.com,matched,,scraped_contacts_telefon,,,https://www.komunitnicentrum.com
374,NZDM Klub Zvonice,Nízkoprahové zařízení,"Žižkova 508, 282 01 Český Brod",jana@leccos.cz,+420602402474,http://www.leccos.cz,http://www.leccos.cz,http://www.leccos.cz,new_email_match,,,"['michaela@leccos.cz', 'simona@leccos.cz', 'kristyna@leccos.cztel', 'petrai@leccos.cz', 'renata@leccos.cztel', 'petra@leccos.cztel', 'dana@leccos.cztel', 'andrea@leccos.cztel', 'lenka@leccos.cztel', 'vera@leccos.cztel', 'terezaf@leccos.cztel', 'zvonice@leccos.cztel', 'erika@leccos.cztel', 'martina@leccos.cz', 'githa@leccos.cz', 'rodiny@leccos.cztel', 'katerina@leccos.cztel', 'petr@leccos.cztel', 'jana@leccos.cztel', 'dita@leccos.cztel']",new_email_match,
381,Free klub,Nízkoprahové zařízení,"Bořivojova 620/29, Slezská Ostrava-Kunčičky, 718 00 Ostrava",freeklub@pavucina.net,+420731876683,www.freeklub.cz,https://pavucina.net/volnocas-aktivity/ostrava-kuncicky/nzdm-free-klub/,,matched,,scraped_contacts_telefon,,,https://www.freeklub.cz
387,Klub pro mladé Prosapia,Nízkoprahové zařízení,"Fügnerova 355/16, Děčín I-Děčín, 405 02 Děčín",j.pittnerova@prosapia-zu.cz,+420736482254,www.prosapia-zu.cz,http://new.prosapia-zu.cz/,http://new.prosapia-zu.cz/,matched,,"scraped_contacts_telefon, scraped_contacts_email",,,https://www.prosapia-zu.cz
388,Nízkoprahové zařízení pro děti a mládež Kamin,Nízkoprahové zařízení,"Třebovská 221, Hylváty, 562 03 Ústí nad Orlicí",rcsrdicko@jbuo.cz,+420778724126,www.kamin.klubexit.cz,http://www.kamin.klubexit.cz,http://www.kamin.klubexit.cz,new_email_match,,,"['540novak@klubexit.czing', '', 'novakova@klubexit.czeli', '402pinkas@klubexit.czerika', '249rcsrdicko@jbuo.czpavel']",new_email_match,https://www.kamin.klubexit.cz
403,Nízkoprahové zařízení pro děti a mládež Modrý pomeranč,Nízkoprahové zařízení,"Selicharova 1420/3, Nový Hradec Králové, 500 12 Hradec Králové",nizkoprahove.centrum@salinger.cz,+420777041030,http://www.salinger.cz,https://www.salinger.cz/kontakt,https://www.salinger.cz/kontakt,matched,,"scraped_contacts_telefon, scraped_contacts_email",,,
405,N - klub,Nízkoprahové zařízení,"Masarykovo náměstí 243, 295 01 Mnichovo Hradiště",nzdm.mh@os-semiramis.cz,+420734232706,http://www.os-semiramis.cz/os-site/,http://www.os-semiramis.cz/os-site/kontakt/,http://www.os-semiramis.cz/os-site/kontakt/,matched,,scraped_contacts_email,,,
406,Nízkoprahové zařízení pro děti SPOLEČNĚ-JEKHETANE,Nízkoprahové zařízení,"Dělnická 387/20, Poruba, 708 00 Ostrava",nizkoprah@jekhetane.cz,+420702051567,www.jekhetane.cz,http://jekhetane.cz/?page_id=116,http://jekhetane.cz/?page_id=116,matched,spatný tel. cislo a adresa,scraped_contacts_email,,,https://www.jekhetane.cz
407,NZDM v Hanušovicích,Nízkoprahové zařízení,"Školní 199, 788 33 Hanušovice",skurkova@podaneruce.cz,+420608256804,www.podaneruce.cz,https://podaneruce.cz/centra-sluzby/nizkoprahove-zarizeni-pro-deti-a-mladez-v-hanusovicich/,https://podaneruce.cz/centra-sluzby/nizkoprahove-zarizeni-pro-deti-a-mladez-v-hanusovicich/,matched,,"scraped_contacts_telefon, scraped_contacts_email",,,https://www.podaneruce.cz
408,NZDM v Kroměříži,Nízkoprahové zařízení,"Velehradská 625/4, Kroměříž, 767 01 Kroměříž",nzdm.km@podaneruce.cz,+420770120864,www.podaneruce.cz,https://podaneruce.cz/centra-sluzby/nizkoprahove-zarizeni-pro-deti-a-mladez-v-hanusovicich/,https://podaneruce.cz/centra-sluzby/nizkoprahove-zarizeni-pro-deti-a-mladez-v-kromerizi/,unmatched,,,,,https://www.podaneruce.cz
412,NZDM v Brně,Nízkoprahové zařízení,"Václavská 31/15, Brno-střed, Staré Brno, 603 00 Brno",nzdm.brno@podaneruce.cz,+420733534464,www.podaneruce.cz,https://podaneruce.cz/centra-sluzby/nzdm-brno/,https://podaneruce.cz/centra-sluzby/nzdm-brno/,matched,,"scraped_contacts_telefon, scraped_contacts_email",,,https://www.podaneruce.cz
418,NZDM v Mohelnici a Zábřehu,Nízkoprahové zařízení,"Hradební 1496/4, 789 85 Mohelnice",nzdm.mz@podaneruce.cz,+420777720230,www.podaneruce.cz,https://podaneruce.cz/centra-sluzby/nzdm-mohelnice-zabreh/,https://podaneruce.cz/centra-sluzby/nzdm-mohelnice-zabreh/,matched,,"scraped_contacts_telefon, scraped_contacts_email",,,https://www.podaneruce.cz
419,NZDM v Prostějově,Nízkoprahové zařízení,"Svatoplukova 2463/29, Prostějov, 796 01 Prostějov",nzdm.pv@podaneruce.cz,+420778406919,www.podaneruce.cz,https://podaneruce.cz/centra-sluzby/nzdm-prostejov/,https://podaneruce.cz/centra-sluzby/nzdm-prostejov/,matched,,"scraped_contacts_telefon, scraped_contacts_email",,,https://www.podaneruce.cz
420,NZDM v Olomouci,Nízkoprahové zařízení,"Dolní náměstí 27/38, Olomouc, 779 00 Olomouc",kubena@podaneruce.cz,+420773537932,www.podaneruce.cz,https://podaneruce.cz/centra-sluzby/nzdm-olomouc/,https://podaneruce.cz/centra-sluzby/nzdm-olomouc/,matched,,"scraped_contacts_telefon, scraped_contacts_email",,,https://www.podaneruce.cz
421,Dětské centrum Teen Callenge International ČR,Nízkoprahové zařízení,"Cejl č.ev. 18, Ponava, 602 00 Brno",dcbrno@gmail.com,+420739600052,http://www.dc-brno.cz,https://teenchallengebrno.cz/kontakt/,https://teenchallengebrno.cz/kontakt/,matched,,scraped_contacts_email,,,
423,Temperi - Nízkoprahový klub pro děti a mládež BRÁNA,Nízkoprahové zařízení,"Vitorazská 77, 378 10 České Velenice",branacv@tempericb.cz,+420704000739,www.tempericb.cz,http://www.tempericb.cz/kontakty/,http://www.tempericb.cz/kontakty/,new_email_match,,,"['martina.hruskova@tempericb.cz', 'hana.francova@tempericb.cz', 'jiri.mares@tempericb.cz', 'bohdana.brizova@tempericb.cz', 'jana.lakatosovs@tempericb.cz', 'vlasta.nova@tempericb.cz', 'temperi.sr@tempericb.cz', 'tempericb@tempericb.czt', 'centrumpomoci@tempericb.cz', 'ales.novotny@tempericb.cz', 'marie.sedlackova@tempericb.cz', 'veronika.nejedlova@tempericb.cz', 'hana.francova@tempericb.cz', 'jiri.mares@tempericb.cz', 'bohdana.brizova@tempericb.cz', 'jana.lakatosovs@tempericb.cz', 'vlasta.nova@tempericb.cz', 'tempericb@tempericb.cz', 'temperi.sr@tempericb.cz', 'tempericb@tempericb.czt', 'centrumpomoci@tempericb.cz', 'martina.hruskova@tempericb.cz', 'marie.sedlackova@tempericb.cz', 'ales.novotny@tempericb.cz', 'veronika.nejedlova@tempericb.cz']",new_email_match,https://www.tempericb.cz
425,ŠLIKR - nízkoprahový klub pro mládež,Nízkoprahové zařízení,"SNP 2, Otrokovice, 765 02 Otrokovice",lazorka@unko.cz,+420734440029,http://www.unko.cz,https://www.unko.cz/slikr/nabidka-sluzeb/,https://www.unko.cz/slikr/nabidka-sluzeb/,unmatched,,,,,
426,NZDM Ymkárium,Nízkoprahové zařízení,"Tererova 1551/8, Praha 11-Chodov, 149 00 Praha",ymkarium@praha.ymca.cz,+420737629149,http://www.ymkarium.ymca.cz,https://praha.ymca.cz/kontakty -POZNÁMKA MUSÍ SE to vyfiltrovat,https://praha.ymca.cz/kontakty -POZNÁMKA MUSÍ SE to vyfiltrovat,matched,,scraped_contacts_telefon,,,
431,NZDM Dixie,Nízkoprahové zařízení,"Ortenovo náměstí 1275/34, Praha 7-Holešovice, 170 00 Praha",dixie@praha.ymca.cz,+420737872116,www.dixie.ymca.cz,https://praha.ymca.cz/kontakty -POZNÁMKA MUSÍ SE to vyfiltrovat,https://praha.ymca.cz/kontakty -POZNÁMKA MUSÍ SE to vyfiltrovat,matched,,scraped_contacts_telefon,,,https://www.dixie.ymca.cz
