,Website,Phone Numbers
213,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/51-pavkova-eva-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
214,https://www.ledovec.cz/centrum-dusevniho-zdravi/cdz-klatovy,"2023 - 2025, 420 603 111 542, 776 100 101, 739 055 555"
215,http://terapie-tarot.cz/,420 731 482 969
216,https://www.skolskykomplex.cz/g-jgm/,
217,https://www.psychoterapiehk.cz,"420 736 788 346, 670100-2222706200, 736 788 346, 2001 - 2007"
218,https://www.krnov.charita.cz,554 611 366
219,http://www.sdbplzen.cz,377 266 953
220,http://www.psychologsh.cz/,"420 725 614 463, 420 603 835 503"
221,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/71-hurdalek-ivo-mgr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
222,http://www.psycholog-hk.cz/,
223,https://www.jekhetane.cz,
224,https://www.doktor.cz/doktor/mudr-petr-kalina-psychiatrie-soudni-lekarstvi-22320/mudr-petr-kalina-myslbekova-1596-4-karlovy-vary-360-01-29463,"420 735 758 278, 353 235 213"
225,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/6-moravek-svatopluk-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
226,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/101-weimerova-monika-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
227,https://www.css-ostrava.cz/sluzba/krizove-centrum-pro-deti-a-rodinu/,
228,https://jihoceskaruze.cz/poradenske-centrum/,"386 360 262, 22232425262728, 385 725 063, 15161718192021, 602 148 876, 891011121314"
229,http://www.salinger.cz,"420 495 267 249, 773 800 292"
230,http://ssub.cz,"572 612 500, 572 612 574"
231,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/94-bukovjan-miroslav-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
232,https://www.ambulancekm.cz/,
233,https://mestokladno.cz/mgr-kvetuse-ksirova-klinicky-psycholog/os-200086,420 312 604 111
234,http://www.rodinnaporadnacb.cz/stredisko-pro-rodinu,"387 438 703, 602 955 108, 387 313 030"
235,https://www.firmy.cz/detail/12865716-psychiatricka-praxe-klatovy-iv.html,"420 376 315 282, 311 612 275"
236,https://tyn.charita.cz/jak-pomahame/obcanska-poradna/,385 731 553
237,http://www.onlinekarvina.cz/,
238,http://www.janbetlach.cz/,724 087 978
239,http://www.cipslk.cz/,770 138 278
240,https://phdr-anna-kotrcova.zdravotniregistr.cz/#utm_source=search.seznam.cz&utm_medium=ppd&utm_content=hledani&utm_term=psycholog%20karlovy%20vary&utm_campaign=firmy.cz-384919,"2009 - 2024, 420 733 665 632"
241,http://plzenskypsycholog.cz/,"022-0129-5360, 420 731 298 018"
242,https://www.firmy.cz/detail/12844248-egomed-hradec-kralove.html,"725 048 038, 420 725 811 963"
243,https://psycholog-plzen.cz/,
244,https://www.jihlava.charita.cz,567 563 671
245,https://cs-cz.facebook.com/pages/category/Medical-Center/Klinick%C3%A1-psychologie-PhDr-Ji%C5%99%C3%AD-Laciga-627210657489219/,
246,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/49-novakova-daniela-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
247,https://psychiatrie-praha.cz/,"420 602 628 619, 222 586 768"
248,https://nrpzs.uzis.cz/detail-63187-psychiatricka-ordinace-mudr-josef-kasparek-s-r-o.html,
249,https://www.pppbreclav.cz/,
250,http://www.sternberk.caritas.cz/,
251,http://psychologie-biofeedback.cz/,"420 607 038 554, 420 608 863 008, 607 038 554"
252,https://jarmilakrajcova.webnode.cz/,
253,https://www.elvahelp.cz,"420 607 725 304, 420 606 602 983, 607 725 304, 606 209 184"
254,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-miroslav-norek-d5659.html,380 714 777
255,https://www.krebul.cz/obcanska-poradna,
256,http://www.armadaspasy.cz/,
257,http://ditekrize.cz/,"552024-04-25 13, 2024-04-17 11, 420 241 480 511, 2024-03-25 14, 592024-03-25 14, 342024-03-25 14, 420 241 484 149, 452024-04-17 11, 2024-04-15 10"
258,https://www.diakoniezapad.cz/sluzby-diakonie-zapad/pro-lidi-v-nouzi/poradna-pro-obcany-v-nesnazich/,
259,https://www.ekatalog.cz/firma/268148-mudr-vlasta-hoskova-psychiatrie/,
260,https://www.ppp11a12.cz/,
261,https://www.pelhrimov.charita.cz,"565 322 539, 115-451000237"
262,https://www.dk.charita.cz,"734 435 102, 731 036 324"
263,https://psychiatrie.help/,
264,https://podaneruce.cz/centra-sluzby/psychiatricka-ambulance-zlin/,"420) 545 247 535, 420 577 439 190, 420 770 177 337"
265,https://www.lexik.cz/pedagogicko-psychologicka-poradna,
266,https://www.gp.cz/,
267,https://www.psycholog-jesenik.cz/,
268,http://www.intervencni-centrum.cz/,"420 567 215 532, 420 728 846 122, 420 734 354 085, 420 568 846 500, 420 731 873 408, 420 737 618 913, 420 731 193 152, 420 606 520 546, 420 704 619 459, 420 567 308 855, 420 566 621 404"
269,https://psycholog-bohumin.cz/,725 149 727
270,http://www.stred.info,420 568 843 732
271,http://www.pvcklub.podaneruce.cz,"774 228 146, 420 770 177 337, 10122427178, 314294340070011, 420 721 838 077, 420 777 916 283, 314281381990703, 420) 545 247 535"
272,http://www.medihelp.cz,543 212 752
273,https://www.firmy.cz/detail/13033107-mudr-marie-ostadalova-bystrice-pod-hostynem.html,420 603 951 350
274,https://nemji.cz/vismo/o_utvar.asp?id_org=427000&id_u=1019&tzv=2&p1=1154,
275,https://www.firmy.cz/detail/384809-mudr-viliam-janac-domazlice-tynske-predmesti.html,420 379 725 814
276,http://www.psychologickesluzby.com/,777 574 901
277,http://www.janhaase.cz/index.php,
278,https://nrpzs.uzis.cz/detail-35916-mudr-libuse-kvasnickova.html,"6025411400000013, 420483713735"
279,https://www.speczs.cz/,731 163 828
280,http://www.psychologove.cz/,
281,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/3-pavlova-helena-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
282,http://www.pppstredoceska.cz/,
283,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/23-frouzova-magdalena,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
284,http://www.medisante.cz/,
285,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicka-psychologie,"222 582 151, 420 312 606 111, 312 684 444, 312 606 404, 312 606 111, 284 016 110, 312 606 147, 420 800 888 155, 222 586 768"
286,https://www.neskrytost.cz/?gclid=EAIaIQobChMI8LuGssyO-AIVCI1oCR2AfwEOEBAYASAAEgKq2fD_BwE,727 818 801
287,https://www.pppuo.cz/,"2009 - 2012, 420 465 521 296"
288,http://www.agarta.cz/,420 571 436 900
289,http://www.fokuslbc.eu/,
290,http://www.medicpoint.cz/www.medicpoint.cz/vitejte/zdravy-zivotni-styl-sebepoznani-osobnostni-rust-a-podpora-v-naro/index.html,"420 775 511 726, 606 652 644, 420 602 358 921"
291,https://www.fnmotol.cz/,"420) 224 431 111, 224 433 652, 224 433 653, 224 438 590"
292,http://www.klinicka-psychologie.com/inpage/kontakty,"602 119 926, 739 106 444, 774 930 092"
293,https://www.terapiejakocesta.cz/,
294,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/17-cibulkova-lenka-mgr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
295,https://www.spirala-ul.cz,"475 603 390, 475 511 811"
296,https://www.firmy.cz/detail/13285717-mudr-leo-prochazka-cernovice.html,"311 612 275, 420 565 325 608, 321 719 890"
297,http://www.phdrdokoupilova.cz/,596 410 251
298,https://hollka.com/,
299,http://www.vithoigr.cz/,
300,http://www.fokuslabe.cz,
301,http://www.ckrumlov.charita.cz,
302,https://www.znamylekar.cz/marketa-rousalova/psychiatr/ceske-budejovice,
303,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/22-forman-hynek-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
304,http://klinickypsychologvsetin.cz,"420 571 424 699, 2009 - 2024, 420 722 931 107"
305,http://poradnaln.cz/kontakt.html,
306,http://www.poradnaukaplicky.cz/kontakt.html,420 606 710 631
307,https://psychiatrievalmez.cz/,"420 773 873 573, 72 08 03 29, 2019 - 2024"
308,https://www.poradnazl.cz/,
309,https://psychiatrie-klatovy.cz/,
310,https://murgasova.cz/,
311,http://www.riaps.cz/poradna/,
312,https://www.neposeda.org,"778 538 252, 778 538 275, 774 058 127, 733 182 520"
313,http://www.linkaztracenedite.cz/,"420 777 961 982, 420 608 216 723"
314,misa.zapletalova@tiscali.cz,
315,https://www.lukasman.cz/,420 770 623 916
316,https://www.mediclinic.cz/lekar/vimperk-havlova,"420 388 415 597, 844 300 100"
317,http://www.dczlin.cz/,"730 166 862, 731 404 416, 731 168 559, 703 178 690, 733 615 697, 731 404 418, 577 436 110, 577 435 638, 736 510 355, 731 404 417"
318,https://www.jihoceskarozvojova.cz/sluzby/sluzby-pro-rodinu.html,
319,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/11-cermakova-halina-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
320,cdzostrava.cz,
321,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/58-strnadlova-helena-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
322,https://www.zivefirmy.cz/bornova-libuse-mudr-_f1047322,377 521 180
323,https://www.homolka.cz/,
324,https://horazdovice.charita.cz/jak-pomahame/obcanska-poradna/,"420 604 481 858, 376 512 596, 420 730 551 603"
325,http://klubtulip.cz,
326,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/12-cerny-kamil-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
327,https://www.centrumkamarad.eu,
328,https://www.jahoda.cz,
329,http://www.nemdac.cz/ambulance/psychiatricka-ambulance/,
330,https://www.firmy.cz/detail/2550598-mudr-hana-vermouskova-moravske-budejovice.html,"605 409 448, 420 605 840 540"
331,http://www.pppkv.cz/,"2012 - 2020, 420 728 373 132, 602 572 887, 728 373 132, 733 673 511"
332,http://www.charitafm.cz/,731 688 521
333,http://www.adiktologickecentrum.cz/kontakt/1-melnik,"420 731 947 512, 420 603 867 385, 420 315 670 511"
334,http:// www.psycholog-sro.cz,
335,https://www.firmy.cz/detail/12972695-mudr-marketa-dolezalova-havlickuv-brod.html,420 569 420 510
336,http://rodinnaporadna-strakonice.cz/index.htm,727 809 070
337,https://www.psychotesty-ridici.cz/,
338,https://terapie-koubova.webnode.cz/,
339,https://www.kaleidoskop-os.cz,774 437 977
340,http://station17.prevent99.cz,2023 - 2025
341,http://www.charitaroudnice.cz,420) 416 838 313
342,http://www.psychoterapeut-liberec.cz/,
343,http://www.prah-brno.cz/novinky/2-uncategorised/63-odborne-socialni-poradenstvi,
344,https://mudr-jitka-bartkova.modernilekar.cz/,"420 353 235 211, 2009 - 2024, 420 602 884 222"
345,https://www.css-hvozdy.cz,724 110 441
346,https://www.opplzen.cz/,"777 964 563, 2009 - 2024, 377 456  468"
347,https://www.najdipomoc.cz/detail/psycholog/phdr-vladimir-forst/,"420 733 406 418, 420603895363"
348,http://poradna.krumlov.cz/w/-310/,380 712 202
349,https://www.pppjbc.cz/,602 102 833
350,https://www.klinikaeset.cz/,"272 940 880, 272 937 499, 174-3000708504"
351,http://www.cheiront.cz,
352,https://neocentrum.cz/,
353,https://www.psychologkaraskova.cz/,
354,http://ppp-olomouc.cz/,"585 221 045, 585 224 573, 778 442 448"
355,http://www.ppp10.eu/,
356,http://www.psychocentrumzlin.cz/,
357,http://www.ordinace.cz/ordinace/vo/design_10/profil.php?page=lekar&id=38061,"773 111 129, 420 354 692 253, 420 773 111 129"
358,https://www.kromeriz.charita.cz/sluzba/108/,573 336 569
359,https://www.ceskytesin.charita.cz,420 734 167 725
360,http://www.proximasociale.cz,420 241 770 232
361,http://www.psychologie-dopravni.cz/,
362,https://www.sdbzlin.cz,
363,https://www.firmy.cz/detail/385280-mudr-marie-zrneckova-zdar-nad-sazavou-4.html,
364,http://www.akademickyustav.cz/oaza,731 310 286
365,http://www.modredvere.cz/cz/modre-dvere-ricany,"107-1066130267, 43-4444070227, 725 515 934, 420 724 307 106, 725 515 905"
366,https://www.charitalovosice.cz,"777 077 768, 731 129 760"
367,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/46-macasova-helena-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
368,http://www.krizovecentrum.cz/,
369,https://psychiatrpraha.cz/,"420 222 510 607, 420 702 129 883, 222 510 607"
370,http://dlanzivotu.cz/nabizime/poradna-cesta-tehotenstvim/,"420 732 171 373, 605 329 232"
371,https://www.firmy.cz/detail/2422937-mudr-veronika-pavlacka-vaverkova-stare-mesto.html,"605 409 448, 420 739 122 265"
372,https://www.majak-plus.cz,"721 376 722, 07 93 43 35, 420 721 376 722"
373,http://www.slezskadiakonie.cz/,"420 558 764 333, 558 764 333"
374,https://www.animaviva.cz,
375,https://www.kappa-praha.cz/,420 730 513 343
376,https://www.firmy.cz/detail/12864154-mudr-jiri-bohac-zlin.html,
377,https://www.greendoors.cz,"284 016 666, 420 731 197 477"
378,https://www.openhousebruntal.cz,420 725 431 622
379,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/10-cepicka-blanka-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
380,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/74-kosova-martina-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
381,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/14-bartuskova-ludmila-mudr-mgr-mgr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
382,http://www.luma-mb.cz/,774 427 557
383,https://www.psychologieuorloje.cz/,284 016 666
384,http://www.porceta.cz,
385,http://www.adiktologickecentrum.cz/kontakt/11-oat-mnisek-pod-brdy,"420 602 651 337, 420 603 867 385"
386,https://psychologicka-poradna-trinec.webnode.cz/,420 777 308 777
387,http://www.czphk.cz,"108 568 3369, 420 491 426 027, 495 538 867, 420 603 451 233, 420 499 813 032, 420 494 535 494, 420 737 419 408, 420 732 459 930, 420 495 538 867"
388,https://www.dumrk.cz,
389,https://www.kotec.cz,
390,http://www.spirala-ul.cz/,"475 603 390, 475 511 811"
391,https://www.firmy.cz/detail/385074-mudr-milan-patek-trest.html,420 732 933 336
392,https://www.nempt.cz/ambulance/soukrome-ambulance/psychiatricka-ambulance/,
393,http://ppp3a9.cz/,
394,http://www.zbb.cz,720 994 024
395,http://ww.poliklinika-hb.cz/126-mudr-zemanov,
396,https://www.moje-klinika.cz/pracoviste-praha,"420 543 420 666, 420 777 675 233"
397,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/34-koblicova-alena-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
398,http://www.educozatec.cz/,
399,https://www.holesov.charita.cz,775 299 530
400,http://www.magdalena-ops.eu/,
401,https://www.frydekmistek.cz,"110060951756, 110060950697"
402,https://plzen-psycholog.cz/,420 775 574 570
403,https://podaneruce.cz/,"420) 545 247 535, 420 770 177 337"
404,https://www.psycholog-sro.cz/,774 492 626
405,https://www.psychemedic.cz/,420 577 220 899
406,http://www.magdalena-ops.cz/,
407,http://www.riaps.cz,
408,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/32-junek-petr-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
409,https://www.tisnov.charita.cz,545 220 773
410,https://www.poradna-prava.cz,"420 724 701 603, 420 724 701 613, 1999 - 2024, 420 724 701 625, 724 701 600, 420 724 701 629, 420 773 154 568, 420 774 058 568, 420 724 701 619, 420 774 730 568, 420 724 701 630, 420 724 701 610"
411,https://www.vorjihlava.cz/cdz_jihlava/informace,
412,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/91-konecny-martin-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
413,salesianiteplice.cz,
414,http://www.proximasociale.cz/,420 241 770 232
415,https://www.psycholozkazpatehopatra.cz,
