Name;API Name;Phone;Phone Match;API Phone;Address;API Address;Email;Web;API Web;API Opening Hours
Klinická Psychologie Praha 10;;222 510 607;NEPRAVDA;No phone number available;Počernická 16, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha;Not found;pocernicka@clinterap.cz;https://clinterap.cz/klinicka-psychologie-praha-10/;;
MUDr. Lukáš Krejčů;MUDr. Lukáš Krejčů;731 738 113, 386 321 384;PRAVDA;386 321 384;Široká 436/17, české Budějovice 370 01, Jihočeský kraj;Široká 436/17, 370 01 České Budějovice-České Budějovice 1, Czechia;lukaskrejcu@seznam.cz;https://www.firmy.cz/detail/2123947-mudr-lukas-krejcu-ceske-budejovice-1.html;;
MUDr. Michal Vodička;MUDr. Michal Vodička;734242059;NEPRAVDA;734 242 059;Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj;17, Matice školské 1786, 370 01 České Budějovice-České Budějovice 7, Czechia;psychiatrie.vodicka@gmail.com;https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/;http://www.psychiatrie-vodicka.com/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
MUDr. Rostislav Procházka;Praktický Lékař Procházka Rostislav MUDr.;387 730 202;NEPRAVDA;581 627 269;Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj;Soběchleby 98, 753 54 Soběchleby, Czechia;?@seznam.cz;https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/;;
MUDr. Marie Procházková;MUDr. Marie Procházková;387730202;NEPRAVDA;386 352 537;Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj;17, Matice školské 1786, 370 01 České Budějovice-České Budějovice 1, Czechia;?@seznam.cz;https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/;http://www.medipont.cz/mudr-marie-prochazkova/;
SABmed s.r.o.;;387 730 511;NEPRAVDA;No phone number available;Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj;Not found;?@seznam.cz;https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/psychiatrie/;;
MUDr. Miroslav Norek;MUDr. Miroslav Norek, psychiatrická ambulance;602 768 890;PRAVDA;602 768 890;Senovážné nám. 1616, české Budějovice 370 01, Jihočeský kraj;Senovážné nám. 1616, 370 01 České Budějovice-České Budějovice 6, Czechia;;;;
MUDr. Naděžda Kramářová;Kramářová Naděžda MUDr.;387 730 511;PRAVDA;387 730 511;Matice školské 1786/17, české Budějovice 370 01, Jihočeský kraj;17, Matice školské 1786, 370 01 České Budějovice-České Budějovice 1, Czechia;;https://www.znamylekar.cz/nadezda-kramarova/psychiatr/ceske-budejovice;https://www.znamylekar.cz/nadezda-kramarova/psychiatr/ceske-budejovice;
MUDr. Jaroslav Polák;Polák Jaroslav MUDr.;386 357 586;PRAVDA;386 357 586;Klavíkova 1573, české Budějovice 370 04, Jihočeský kraj;13, Klavíkova 1573, 370 04 České Budějovice-České Budějovice 3, Czechia;;;;
MUDr. Marcela Kalná;MUDr. Marcela Kalná, Psychiatrická Ordinace Pro Dospělé;385 520 438;PRAVDA;385 520 438;Senovážné nám. 248/2, české Budějovice 370 01, Jihočeský kraj;Senovážné nám. 248/2, 370 01 České Budějovice-České Budějovice 8, Czechia;;;;
MUDr. Petr Bauer;Bauer Petr MUDr.;386 359 185;PRAVDA;386 359 185;Senovážné nám. 248/2, české Budějovice 370 01, Jihočeský kraj;Senovážné nám. 248/2, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Mgr. Kateřina Šuleřová;Šuleřová Kateřina Mgr. - Psycholog;386 352 056;PRAVDA;386 352 056;U Tří lvů 294, české Budějovice 370 01, Jihočeský kraj;4, U Tří lvů 294, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
MUDr. Baranovičová Katarína;MUDr. BARANOVIČOVÁ Katarína dětská psychiatrie;774 592 068;PRAVDA;774 592 068;Senovážné nám. č.14/248, české Budějovice 370 01, Jihočeský kraj;Senovážné nám. č.14/248, 370 01 České Budějovice-České Budějovice 6, Czechia;;;;
Psychologická poradna AURA;PhDr. Šonková Eva - Psychologická poradna pro děti a dospělé Aura;724 135 213;PRAVDA;724 135 213;Náměstí Přemysla Otakara II. 8/5, české Budějovice 370 01, Jihočeský kraj;Jírovcova 2814/66 3. patro, na konci chodby vpravo, 370 01 České Budějovice-České Budějovice 4, Czechia;e.sonkova@gmail.com;http://www.aura-psycholog.cz/;http://www.aura-psycholog.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1200'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 12:00\u2009–\u20094:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
MUDr. Iveta Burdová;MUDr. Iveta Burdová;606 645 086;PRAVDA;606 645 086;Alšovo nám. 74/11, Písek 397 01, Jihočeský kraj;Alšovo nám. 74/11, 397 01 Písek-Písek 1, Czechia;;;http://pedopsychiatriepisek.webnode.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1400'}}, {'close': {'day': 2, 'time': '1200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '1200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1300'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 1:00\u2009–\u20094:00\u202fPM', 'Wednesday: Closed', 'Thursday: 1:00\u2009–\u20094:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 1:00\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
MUDr. František Žahourek;Žahourek František MUDr.;382 223 334;PRAVDA;382 223 334;Žižkova třída 244/7, Písek 397 01, Jihočeský kraj;Čechova 12, 397 01 Písek-Písek 1, Czechia;psychiatrie@volny.cz;https://www.firmy.cz/detail/385148-mudr-frantisek-zahourek-pisek-budejovicke-predmesti.html;;
MUDr. Eva Fialková;;381 254 105;NEPRAVDA;No phone number available;Husovo nám. 530, Tábor (část) 390 02, Jihočeský kraj;Not found;;https://www.firmy.cz/detail/384826-mudr-eva-fialkova-tabor.html;;
MUDr. Václav Burian;MUDr. Václav Burian;724 576 983;PRAVDA;724 576 983;Světlogorská 2764, Tábor (část) 390 05, Jihočeský kraj;2, Světlogorská 2764, 390 05 Tábor-Tábor 5, Czechia;;;;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1230'}}, {'close': {'day': 2, 'time': '1200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1230'}}, {'close': {'day': 4, 'time': '1200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1230'}}, {'close': {'day': 5, 'time': '1200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1230'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 12:30\u2009–\u20093:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 12:30\u2009–\u20092:00\u202fPM', 'Wednesday: Closed', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 12:30\u2009–\u20093:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 12:30\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
MUDr. Kateřina Volfová;Volfová Jana MUDr.;725447100;NEPRAVDA;482 771 293;Kpt. Jaroše č.p. 2876, Tábor (část) 390 01, Jihočeský kraj;Ještědská 636/61, 460 07 Liberec, Czechia;;https://www.registrlekaru.cz/ordinace-psychiatrie-katerina-volfova-17876/;;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1200'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '1200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1200'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fPM', 'Wednesday: 1:00\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Psychiatrická ambulance I. Nemocnice Tábor;;381 606 762;NEPRAVDA;No phone number available;Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj;Not found;;https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535;;
Psychiatrická ambulance II. Nemocnice Tábor;;381 606 763;NEPRAVDA;No phone number available;Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj;Not found;;https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535;;
Psychiatrická ambulance III. Nemocnice Tábor;;381 606 763;NEPRAVDA;No phone number available;Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj;Not found;;https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535;;
Psychiatrická ambulance IV.;RUSH University Medical Center;381 606 762;NEPRAVDA;(312) 942-5000;Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj;1620 W Harrison St, Chicago, IL 60612, USA;;https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535;https://www.rush.edu/?utm_source=listing&utm_medium=organic&utm_campaign=yext&y_source=1_ODc5MzM1Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D;{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}
Pedopsychiatrická ambulance Nemocnice Tábor;;381 606 756;NEPRAVDA;No phone number available;Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj;Not found;detska.psychiatrie@nemta.cz;https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535;;
Ambulance klinického psychologa Nemocnice Tábor;;381 606 766;NEPRAVDA;No phone number available;Kpt. Jaroše 2000, Tábor (část) 390 03, Jihočeský kraj;Not found;;https://www.nemta.cz/oddeleni/psychiatricke/?ambulance=535;;
Psycholog Tábor – Mgr. Eliška Rejlková;Psycholog Tábor - Mgr. Eliška Rejlková;770 779 600;PRAVDA;770 779 600;Náměstí Fr. Křižíka 2840, Tábor (část) 390 01, Jihočeský kraj;1. patro kancelář 207, nám. F. Křižíka 2840, 390 01 Tábor-Tábor 1, Czechia;info@psychologtabor.cz;http://psychologtabor.cz/;http://www.psychologtabor.cz/;
PhDr. Jan Kovář;Kovář Jan PhDr. - Klinická Psychologie;381261311, 731567836;NEPRAVDA;381 261 311;Světlogorská 2764, Tábor (část) 390 05, Jihočeský kraj;2, Světlogorská 2764, 390 05 Tábor-Tábor 5, Czechia;jk.psycholog@volny.cz;https://www.znamylekar.cz/jan-kovar/psycholog-detsky-psycholog/tabor;;
Psychologická poradnaTábor Mgr. Bc. Tereza Bělecká;Psychologická poradna Tábor;606 645 281;PRAVDA;606 645 281;Smetanova 663, Tábor (část) 390 01, Jihočeský kraj;Smetanova 663/3, 390 02 Tábor-Tábor 2, Czechia;info@psychologicka-poradna-tabor.cz;https://psychologicka-poradna-tabor.cz;https://psychologicka-poradna-tabor.cz/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Centrum klinické psychologie Tábor - PhDr. Jana Címlová;PhDr. Jana Címlová;602 834 169, 604 238 818;PRAVDA;602 834 169;Bydlinského 2474, Tábor (část) 390 01, Jihočeský kraj;Bydlinského 2474, Tábor, 390 01 Tábor-Tábor 2, Czechia;phdr.cimlova@seznam.cz;http://www.psychologcimlova.cz/uvod.html;;
Psychiatrie pro děti, dospívající a jejich rodiče - MUDr. Lenka Trantýrová;;723 927 820;NEPRAVDA;No phone number available;Rudé Armády 614/9, Sezimovo Ústí (část) 391 02, Jihočeský kraj;Not found;mudr@trantyrova.cz;https://www.trantyrova.cz/;;
Mgr. Veronika BRODSKÁ;Mgr. Veronika Brodská;777 589 623;PRAVDA;777 589 623;Budějovická 553, Tábor (část) 390 02, Jihočeský kraj;29, Budějovická 553, 390 02 Tábor-Tábor 2, Czechia;;http://www.psychotera.cz/profesni_zivotopisES.htm;;
LÉčIVÉ ROZHOVORY;Léčivé rozhovory;724808023;NEPRAVDA;724 740 967;Tomkova 2099/1 , Tábor (část) 390 01, Jihočeský kraj;Tomkova 1, 390 02 Tábor-Tábor 1, Czechia;terezaposekana@gmail.com;https://lecive-rozhovory.webnode.cz/;http://www.lecive-rozhovory.cz/;
MUDr. Kamila Janovská;MUDr. Kamila Janovská;380 712 185;PRAVDA;380 712 185;T. G. Masaryka 205, český Krumlov 381 01, Jihočeský kraj;T. G. Masaryka 212, 381 01 Český Krumlov-Český Krumlov 1, Czechia;;https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501.html;;
MUDr. Gábor Nagy;153;380 714 777, 721 184 786;NEPRAVDA;No phone number available;Nad Nemocnicí 153, český Krumlov 381 01, Jihočeský kraj;Nad Nemocnicí 153, Horní Brána, 381 01 Český Krumlov-Český Krumlov 1, Czechia;;https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-gabor-nagy-d5658.html;;
MUDr. Miroslav Norek;MUDr. Miroslav Norek, psychiatrická ambulance;380 714 777;NEPRAVDA;602 768 890;Nad Nemocnicí 153, český Krumlov 381 01, Jihočeský kraj;Senovážné nám. 1616, 370 01 České Budějovice-České Budějovice 6, Czechia;;https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-miroslav-norek-d5659.html;;
Psychiatrická ord. pro děti a dorost - MUDr. Janovská Kamila;MUDr. Kamila Janovská;380712185;NEPRAVDA;380 712 185;T. G. Masaryka 212, český Krumlov 381 01, Jihočeský kraj;T. G. Masaryka 212, 381 01 Český Krumlov-Český Krumlov 1, Czechia;;;;
PhDr. Zdeňka Šírková;Šírková Zdeňka PhDr.;380 712 106, 731 455 673;PRAVDA;380 712 106;Špičák 114, český Krumlov 381 01, Jihočeský kraj;Platanová 213/2, 381 01 České Budějovice-Český Krumlov 1, Czechia;;;https://www.znamylekar.cz/zdenka-sirkova/psycholog/cesky-krumlov;
KBT terapie - Bc. Jana Míková;Bc. Jana Míková - KBT terapie;724 511 303;PRAVDA;724 511 303;Vyšehrad 169, český Krumlov 381 01, Jihočeský kraj;Vyšehrad 169, Nádražní Předměstí, 381 01 Český Krumlov-Český Krumlov 1, Czechia;KBTerapie@email.cz;https://kbterapie.webnode.cz/;http://www.kbterapie.webnode.cz/;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1400'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1200'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 2:00\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Mgr. Petra Kučerová - ambulance klinické psychologie;Mgr. Petra Kučerová - ambulance klinické psychologie;380 712 244;PRAVDA;380 712 244;T. G. Masaryka 212, český Krumlov 381 01, Jihočeský kraj;T. G. Masaryka 212, 381 01 Český Krumlov-Český Krumlov 1, Czechia;feglerova@seznam.cz;https://www.socialnisluzbyck.cz/katalog-sluzeb/ambulance-klinicke-psychologie-mgr-petra-feglerova/;;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30\u202fAM\u2009–\u20092:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20092:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20092:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
ZDEňKA KOUBOVÁ Individuální, párová, rodinná psychoterapie;;728 956 656;NEPRAVDA;No phone number available;Komenského 15, české Budějovice 370 01, Jihočeský kraj;Not found;koubova.zdenka@email.cz;https://terapie-koubova.webnode.cz/;;
MUDr. Suchanová Lenka, MediClinic a.s.;MUDr. Suchanová Lenka, MediClinic a.s.;384 323 792;PRAVDA;384 323 792;sídl. Vajgar 724, Jindřichův Hradec III 377 01, Jihočeský kraj;sídl. Vajgar 724, 377 01 Jindřichův Hradec-Jindřichův Hradec III, Czechia;;;;{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1400'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 2:00\u2009–\u20096:00\u202fPM', 'Thursday: Closed', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
MUDr. Renata Jonáková;;384 326 700;NEPRAVDA;No phone number available;U Nemocnice 380, Jindřichův Hradec III 377 01, Jihočeský kraj;Not found;;;;
MUDr. Petr Láznička;MUDr. Petr Láznička, Psychiatrická ambulance + AT poradna;602 955 155, 380 120 155;PRAVDA;380 120 155;Klášterská 72, Jindřichův Hradec II 377 01, Jihočeský kraj;Klášterská 72, 377 01 Jindřichův Hradec-Jindřichův Hradec 1, Czechia;medic@centrum.cz;https://www.psychiatr.info/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-385369;;
Mgr. et Mgr. Michal Hanzlovský;;606 237 063;NEPRAVDA;No phone number available;Komenského 12, Jindřichův Hradec I 377 01, Jihočeský kraj;Not found;;https://mudrslanina.webnode.cz/_files/200000069-75c1e75c20/Medajlonek%20Hanzlovsk%C3%BD.pdf;;
Mgr. Kamil Ryška;Ambulance klinického psychologa;604 419 183;NEPRAVDA;541 218 409;U Nemocnice 380, Jindřichův Hradec I 377 01, Jihočeský kraj;21, Botanická 817, 602 00 Brno-střed, Czechia;;;;
Mgr. Kateřina Sekyrová;Šuleřová Kateřina Mgr. - Psycholog;387 876 328;NEPRAVDA;386 352 056;Boženy Němcové 54/585, české Budějovice 7 (část) 370 07, Jihočeský kraj;4, U Tří lvů 294, 370 01 České Budějovice-České Budějovice 1, Czechia;;;;
Martin Chvojka;Bc. Martin Chvojka - psychoterapeut;727 818 801;PRAVDA;727 818 801;česká 16, české Budějovice 370 01, Jihočeský kraj;Česká 197/16, 370 01 České Budějovice-České Budějovice 1, Czechia;martin.chvojka@volny.cz;https://www.neskrytost.cz/?gclid=EAIaIQobChMI8LuGssyO-AIVCI1oCR2AfwEOEBAYASAAEgKq2fD_BwE;http://www.neskrytost.cz/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Psychoterapie Pelhřimov - Mgr. Martina Buchalová Horská;Psychoterapie Pelhřimov - Mgr. Martina Buchalová Horská;723 713 052;PRAVDA;723 713 052;Vokov 47, Pelhřimov 393 01, Kraj Vysočina;Dr. Kralerta 50, 393 01 Pelhřimov, Czechia;info@psychoterapie-pe.cz;https://psychoterapie-pe.cz/index.html;http://psychoterapie-pe.cz/;
Mgr. Bc. Pavel Bláha - psycholog české Budějovice;Mgr. Bc. Pavel Bláha, psycholog České Budějovice;604 846 096;PRAVDA;604 846 096;Biskupská 129/1, české Budějovice 370 01, Jihočeský kraj;1, Biskupská 129, 370 01 České Budějovice-České Budějovice 1, Czechia;blaha@psychologcb.cz;http://www.psychologcb.cz/;http://www.psychologcb.cz/;{'open_now': True, 'periods': [{'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1500'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 3:00\u2009–\u20097:00\u202fPM', 'Wednesday: Closed', 'Thursday: 3:00\u2009–\u20097:00\u202fPM', 'Friday: 3:00\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}
Ordinace klinické psychologie Strakonice;Psycholog Strakonice, Mgr. Gabriela Vršková;728 307 849;PRAVDA;728 307 849;Radomyšlská 336, Strakonice I 386 01, Jihočeský kraj;Radomyšlská 336, 386 01 Strakonice-Strakonice 1, Czechia;psycholog.strakonice@gmail.com;https://sites.google.com/view/psycholog-strakonice/;http://www.psycholog-strakonice.cz/;{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1100'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 1:00\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Friday: 7:00\u2009–\u200911:00\u202fAM', 'Saturday: Closed', 'Sunday: Closed']}
